id,sentiment,text,scores,compound,pos,neu,neg,Predicted_Sentiment
9827,Negative,Only losers tonight were @realDonaldTrump @RandPaul #GOPDebates winners @megynkelly #BenCarson,"{'neg': 0.234, 'neu': 0.552, 'pos': 0.214, 'compound': -0.0772}",-0.0772,0.214,0.552,0.234,Negative
9828,Negative,RT @RWSurferGirl: I need to order another green apple martini to process what the hell just happened. 🇺🇸 #GOPDebate  #GOPDebates,"{'neg': 0.204, 'neu': 0.796, 'pos': 0.0, 'compound': -0.6808}",-0.6808,0.0,0.796,0.204,Negative
9829,Negative,Now Fox News pats itself on the back for nothing!! #GOPDebates #NoMoreBushes,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,Neutral
9830,Neutral,RT @SupermanHotMale: And the winner is... The Koch Brothers #GopDebates,"{'neg': 0.0, 'neu': 0.703, 'pos': 0.297, 'compound': 0.5859}",0.5859,0.297,0.703,0.0,Positive
9831,Negative,#Kasich #Bush #Trump but Donald's numbers are going to slip. #GOPDebates  https://t.co/MXWrthApwk,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,Neutral
9832,Negative,RT @ericstonestreet: Trump has Cam hands. #GOPDebates,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,Neutral
9833,Negative,Wow. My primary source of entertainment for the next six months has been cemented. #GOPDebates #SoExciting,"{'neg': 0.0, 'neu': 0.68, 'pos': 0.32, 'compound': 0.765}",0.765,0.32,0.68,0.0,Positive
9834,Negative,"RT @NerdyNegress: #GOPdebates
This is No damn Christian revival. Cut it out.","{'neg': 0.438, 'neu': 0.562, 'pos': 0.0, 'compound': -0.7184}",-0.7184,0.0,0.562,0.438,Negative
9835,Negative,If you are Black and believe in the politics of this country then you are out of your god damned mind!!! #GOPDebates #JusticeorElse,"{'neg': 0.131, 'neu': 0.79, 'pos': 0.079, 'compound': -0.3348}",-0.3348,0.079,0.79,0.131,Negative
9836,Negative,RT @monaeltahawy: Seriously: GOP voters think God talks to presidential candidates? #ChristianBrotherhood #GOPDebates,"{'neg': 0.115, 'neu': 0.743, 'pos': 0.142, 'compound': 0.1027}",0.1027,0.142,0.743,0.115,Positive
9837,Positive,"Still deciding...Carson, Huckabee and Cruz did well in round 2. So who do you think won? #GOPDebates","{'neg': 0.0, 'neu': 0.721, 'pos': 0.279, 'compound': 0.7003}",0.7003,0.279,0.721,0.0,Positive
9838,Negative,RT @monaeltahawy: TwitterLand: has God spoken to you about the #GOPDebates? What did she say?,"{'neg': 0.0, 'neu': 0.851, 'pos': 0.149, 'compound': 0.3527}",0.3527,0.149,0.851,0.0,Positive
9839,Positive,RT @BigBoyBaker: Carly Fiorina made the point that she will be able to attack Hillary Clinton.  Love it.  She is unafraid.  #GOPDebates,"{'neg': 0.114, 'neu': 0.733, 'pos': 0.154, 'compound': 0.2732}",0.2732,0.154,0.733,0.114,Positive
9840,Negative,I want Trump to run as an independent. I want to see an army of pissed off women give him some much deserved humility #GOPDebates,"{'neg': 0.157, 'neu': 0.746, 'pos': 0.097, 'compound': -0.5574}",-0.5574,0.097,0.746,0.157,Negative
9841,Negative,"RT @cat_1012000: Thanks @FoxTV for holding the #GOPDebates Now millions of people KNOW you're no better or balanced then MSN, ABC, CBS... #…","{'neg': 0.079, 'neu': 0.714, 'pos': 0.207, 'compound': 0.5574}",0.5574,0.207,0.714,0.079,Positive
9842,Negative,"RT @RWSurferGirl: It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. 🇺🇸 #GOPDebate  #GOPDebates","{'neg': 0.243, 'neu': 0.757, 'pos': 0.0, 'compound': -0.6657}",-0.6657,0.0,0.757,0.243,Negative
9843,Negative,".@NewDay Cancel the primaries. Fox Party set up &amp; anointed their man Jeb Bush
#GOPDebates #ObviousAsHell http://t.co/bgzYsySfSU","{'neg': 0.102, 'neu': 0.761, 'pos': 0.137, 'compound': 0.1779}",0.1779,0.137,0.761,0.102,Positive
9844,Positive,"I would have to give the first debate to 1. Gov. Huckabee, 2. Marco Rubio. 3.Rand Paul.  #GOPDebates","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,Neutral
9845,Negative,RT @RWSurferGirl: Jeb Bush reminds me of elevator music. You hear it but you don't listen. 🇺🇸 #GOPDebate  #GOPDebates,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,Neutral
9846,Negative,"RT @RWSurferGirl: It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. 🇺🇸 #GOPDebate  #GOPDebates","{'neg': 0.243, 'neu': 0.757, 'pos': 0.0, 'compound': -0.6657}",-0.6657,0.0,0.757,0.243,Negative
9847,Negative,"RT @T_R_DeMuerte: GOP Closing Statements:

FEAR, FEAR, FEAR, GOD, FEEEEEEEAAAAAARRR!

Thanks, Obama.

#GOPdebates","{'neg': 0.468, 'neu': 0.31, 'pos': 0.222, 'compound': -0.8104}",-0.8104,0.222,0.31,0.468,Negative
9848,Negative,"RT @SupermanHotMale: Dear Fox News, here is my closing argument, None of the Gop candidates said anything to help the suffering of women or…","{'neg': 0.181, 'neu': 0.647, 'pos': 0.172, 'compound': -0.0772}",-0.0772,0.172,0.647,0.181,Negative
9849,Neutral,TwitterLand: has God spoken to you about the #GOPDebates? What did she say?,"{'neg': 0.0, 'neu': 0.83, 'pos': 0.17, 'compound': 0.3527}",0.3527,0.17,0.83,0.0,Positive
9850,Negative,RT @RWSurferGirl: Jeb Bush reminds me of elevator music. You hear it but you don't listen. 🇺🇸 #GOPDebate  #GOPDebates,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,Neutral
9851,Positive,RT @RWSurferGirl: You would never know @realDonaldTrump  is the frontrunner from watching this debate. 🇺🇸 #GOPDebate  #GOPDebates,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,Neutral
9852,Neutral,"Okay, I think my blood pressure is going down. #GOPDebates","{'neg': 0.198, 'neu': 0.631, 'pos': 0.171, 'compound': -0.0772}",-0.0772,0.171,0.631,0.198,Negative
9853,Negative,RT @UsesBadWords: I honestly miss Mitt Romney now. All these buffoons are out of their minds. #GOPDebates,"{'neg': 0.086, 'neu': 0.753, 'pos': 0.161, 'compound': 0.34}",0.34,0.161,0.753,0.086,Positive
9854,Negative,"RT @jsn2007: That was entertaining, only because I have seen them in action first hand. Congress is out of touch &amp; so are all the contender…","{'neg': 0.0, 'neu': 0.79, 'pos': 0.21, 'compound': 0.7269}",0.7269,0.21,0.79,0.0,Positive
9855,Positive,"RT @jamiaw: Carson getting in some zingers at the end. Not riding for him at ALL, but I'll give him credit for being a medical trailblazer.…","{'neg': 0.0, 'neu': 0.876, 'pos': 0.124, 'compound': 0.5267}",0.5267,0.124,0.876,0.0,Positive
9856,Negative,"RT @NerdyNegress: #GOPdebates
This is No damn Christian revival. Cut it out.","{'neg': 0.438, 'neu': 0.562, 'pos': 0.0, 'compound': -0.7184}",-0.7184,0.0,0.562,0.438,Negative
9857,Negative,RT @RWSurferGirl: I need to order another green apple martini to process what the hell just happened. 🇺🇸 #GOPDebate  #GOPDebates,"{'neg': 0.204, 'neu': 0.796, 'pos': 0.0, 'compound': -0.6808}",-0.6808,0.0,0.796,0.204,Negative
9858,Negative,"RT @SalMasekela: Senator Cruz, any word from God? Just spit out my tequila. Damn you Megyn Kelly, it was the expensive kind. #GOPDebates","{'neg': 0.096, 'neu': 0.709, 'pos': 0.195, 'compound': 0.4215}",0.4215,0.195,0.709,0.096,Positive
9859,Positive,After the undercard debates I'd say only two should stay in the race are:  Carly Fiorina and Bobby Jindal.  #GOPDebates,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,Neutral
9860,Positive,"Who won the #GOPDebates ? I'd say it's between Carson, Cruz, and Trump.","{'neg': 0.0, 'neu': 0.748, 'pos': 0.252, 'compound': 0.5719}",0.5719,0.252,0.748,0.0,Positive
9861,Positive,"Lol, fun! Aghhh I'm pumped! This is a nerds favorite sport!! #GOPDebates","{'neg': 0.0, 'neu': 0.438, 'pos': 0.562, 'compound': 0.8825}",0.8825,0.562,0.438,0.0,Positive
9862,Neutral,"#FOXNEWS  right for a Change: #GOPdebates

THey ALL did well.  Each had their Moments.   REFRESHING  PHILOSOPHIES &amp; PLANS for AMERICA","{'neg': 0.0, 'neu': 0.896, 'pos': 0.104, 'compound': 0.2732}",0.2732,0.104,0.896,0.0,Positive
9863,Negative,RT @monaeltahawy: Has any candidate received a word from God?! Presidential hopefuls?! This is America?! Christian Brotherhood of America #…,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,Neutral
9864,Neutral,RT @IanGaryTweets: This is real life. These people are running for the most powerful office in the world. #GOPDebates http://t.co/LG74nHDeTw,"{'neg': 0.0, 'neu': 0.86, 'pos': 0.14, 'compound': 0.4754}",0.4754,0.14,0.86,0.0,Positive
9865,Negative,"@exjon @redsteeze OR, if you’re @deppisch listening to #GOPDebates - https://t.co/vjIzzELJkY …","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,Neutral
9866,Negative,RT @RWSurferGirl: I need to order another green apple martini to process what the hell just happened. 🇺🇸 #GOPDebate  #GOPDebates,"{'neg': 0.204, 'neu': 0.796, 'pos': 0.0, 'compound': -0.6808}",-0.6808,0.0,0.796,0.204,Negative
9867,Neutral,#gopdebates are over. Go vote for America. #teamusa  http://t.co/2QrcwbqLiu,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,Neutral
9868,Positive,"RT @kwrcrow: Dr. Carson remark on DC having half a brain, best line #GOPDebates.","{'neg': 0.0, 'neu': 0.741, 'pos': 0.259, 'compound': 0.6369}",0.6369,0.259,0.741,0.0,Positive
9869,Neutral,RT @SupermanHotMale: And the winner is... The Koch Brothers #GopDebates,"{'neg': 0.0, 'neu': 0.703, 'pos': 0.297, 'compound': 0.5859}",0.5859,0.297,0.703,0.0,Positive
9870,Negative,"So we r clear GOP hates women, people of color, immigrants, the LGBTQ community, and non-Christians. Am I missing anybody?!? #GOPDebates","{'neg': 0.234, 'neu': 0.65, 'pos': 0.117, 'compound': -0.4355}",-0.4355,0.117,0.65,0.234,Negative
9871,Negative,RT @ShawnDrurySC: Jeb: My father was...OH NEVERMIND. Parenting is so overrated. #GOPDebates #BNRDebates,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,Neutral
9872,Negative,"RT @RWSurferGirl: It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. 🇺🇸 #GOPDebate  #GOPDebates","{'neg': 0.243, 'neu': 0.757, 'pos': 0.0, 'compound': -0.6657}",-0.6657,0.0,0.757,0.243,Negative
9873,Positive,RT @Wilberforce91: One of my favorite things about the #GOPDebates is how many of these candidates I've seen in person. Thanks @LibertyU &amp; …,"{'neg': 0.0, 'neu': 0.781, 'pos': 0.219, 'compound': 0.7096}",0.7096,0.219,0.781,0.0,Positive
9874,Neutral,"Sitting on a veranda in India, reading debate comments on twitter. I WIN. #GOPDebates","{'neg': 0.0, 'neu': 0.708, 'pos': 0.292, 'compound': 0.6739}",0.6739,0.292,0.708,0.0,Positive
9875,Negative,"RT @Aroww333: There is a time for attacks, I guess, but the real conversation should be on issues not ""I'm better than so-&amp;-so"" #CanIGetAnA…","{'neg': 0.202, 'neu': 0.798, 'pos': 0.0, 'compound': -0.6198}",-0.6198,0.0,0.798,0.202,Negative
9876,Positive,"Three best performance in the #GOPDebates (in no order), IMHO:  Carly Fiorina &amp; Ben Carson &amp; Marco Rubio.","{'neg': 0.098, 'neu': 0.714, 'pos': 0.188, 'compound': 0.4588}",0.4588,0.188,0.714,0.098,Positive
9877,Neutral,RT @RWSurferGirl: I need to order another green apple martini to process what the hell just happened. 🇺🇸 #GOPDebate  #GOPDebates,"{'neg': 0.204, 'neu': 0.796, 'pos': 0.0, 'compound': -0.6808}",-0.6808,0.0,0.796,0.204,Negative
9878,Neutral,RT @monaeltahawy: Can someone send this to #GOPDebates #BlackLivesMatter http://t.co/Jc9jhrrCPw,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,Neutral
9879,Negative,"RT @nonsequiteuse: If you don't want alcohol poisoning from the #GOPDebates, play #YouHateIDonate instead. Pick a cause &amp; when the GOP hate…","{'neg': 0.049, 'neu': 0.729, 'pos': 0.222, 'compound': 0.6428}",0.6428,0.222,0.729,0.049,Positive
9880,Neutral,RT @RWSurferGirl: I need to order another green apple martini to process what the hell just happened. 🇺🇸 #GOPDebate  #GOPDebates,"{'neg': 0.204, 'neu': 0.796, 'pos': 0.0, 'compound': -0.6808}",-0.6808,0.0,0.796,0.204,Negative
9881,Negative,"GOP Closing Statements:

FEAR, FEAR, FEAR, GOD, FEEEEEEEAAAAAARRR!

Thanks, Obama.

#GOPdebates","{'neg': 0.508, 'neu': 0.252, 'pos': 0.241, 'compound': -0.8104}",-0.8104,0.241,0.252,0.508,Negative
9882,Negative,Weak #GOPDebates #GOPDebate,"{'neg': 0.592, 'neu': 0.408, 'pos': 0.0, 'compound': -0.4404}",-0.4404,0.0,0.408,0.592,Negative
9883,Negative,"RT @monaeltahawy: Carson, Carson, Carson: dammit man! Say the words racism and white supremacy to that audience! #BlackLiveMatter #GOPDebat…","{'neg': 0.205, 'neu': 0.743, 'pos': 0.052, 'compound': -0.6688}",-0.6688,0.052,0.743,0.205,Negative
9884,Positive,In the #GOPDebates ...@CarlyFiorina &amp; @RealBenCarson are the only two candidates I'd invite to my home for a great meal.,"{'neg': 0.0, 'neu': 0.749, 'pos': 0.251, 'compound': 0.6908}",0.6908,0.251,0.749,0.0,Positive
9885,Neutral,This is making me even more depressed that Jon Stewart is leaving.... He needs to do debate special shows. #GOPDebates,"{'neg': 0.148, 'neu': 0.741, 'pos': 0.111, 'compound': -0.2247}",-0.2247,0.111,0.741,0.148,Negative
9886,Negative,"If America is in such horrible shape, why are ""the illegals"" trying so hard to get in? #GOPDebates","{'neg': 0.251, 'neu': 0.749, 'pos': 0.0, 'compound': -0.656}",-0.656,0.0,0.749,0.251,Negative
9887,Negative,"RT @MzDivah67: From watching the #GOPDebates it seems to me like #BlackLivesDontMatter  Bashing PBO over his ""failed policies"" is more impo…","{'neg': 0.133, 'neu': 0.766, 'pos': 0.101, 'compound': -0.2023}",-0.2023,0.101,0.766,0.133,Negative
9888,Negative,"RT @monaeltahawy: Oh boy: ""social issues"" = GOP code for who can control women's bodies &amp; sexuality the most. Hold on tight, TwitterLand  #…","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,Neutral
9889,Neutral,RT @SupermanHotMale: And the winner is... The Koch Brothers #GopDebates,"{'neg': 0.0, 'neu': 0.703, 'pos': 0.297, 'compound': 0.5859}",0.5859,0.297,0.703,0.0,Positive
9890,Negative,RT @RWSurferGirl: I need to order another green apple martini to process what the hell just happened. 🇺🇸 #GOPDebate  #GOPDebates,"{'neg': 0.204, 'neu': 0.796, 'pos': 0.0, 'compound': -0.6808}",-0.6808,0.0,0.796,0.204,Negative
9891,Negative,"RT @monaeltahawy: Carson, Carson, Carson: dammit man! Say the words racism and white supremacy to that audience! #BlackLiveMatter #GOPDebat…","{'neg': 0.205, 'neu': 0.743, 'pos': 0.052, 'compound': -0.6688}",-0.6688,0.052,0.743,0.205,Negative
9892,Negative,"RT @RWSurferGirl: I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio, 🇺🇸 #GOPDebate  #G…","{'neg': 0.06, 'neu': 0.94, 'pos': 0.0, 'compound': -0.1531}",-0.1531,0.0,0.94,0.06,Negative
9893,Negative,RT @SupermanHotMale: And the winner is... The Koch Brothers #GopDebates,"{'neg': 0.0, 'neu': 0.703, 'pos': 0.297, 'compound': 0.5859}",0.5859,0.297,0.703,0.0,Positive
9894,Negative,RT @thejojophoto: Not Usually In To Politics...But This Is Good Entertainment #GOPDebates,"{'neg': 0.0, 'neu': 0.637, 'pos': 0.363, 'compound': 0.6908}",0.6908,0.363,0.637,0.0,Positive
9895,Negative,RT @monaeltahawy: Paging the Donald: you can't beat Jamaica in soccer either #GOPDebates,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,Neutral
9896,Negative,RT @RWSurferGirl: I need to order another green apple martini to process what the hell just happened. 🇺🇸 #GOPDebate  #GOPDebates,"{'neg': 0.204, 'neu': 0.796, 'pos': 0.0, 'compound': -0.6808}",-0.6808,0.0,0.796,0.204,Negative
9897,Neutral,"Wait. There were two #GOPdebates? Twitter, I am very confused.","{'neg': 0.245, 'neu': 0.755, 'pos': 0.0, 'compound': -0.3804}",-0.3804,0.0,0.755,0.245,Negative
9898,Negative,These people cannot run our country. I am literally afraid that they will. That cannot happen. #GOPDebates,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,Neutral
9899,Negative,"That's a qualification? #reaching #GOPdebates #shevotes RT @ninatypewriter: ""I'm the only one that separates Siamese twins."" ~Dr. Ben Carson","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,Neutral
9900,Negative,Mike Huckabee and Bartles &amp; Jaymes would like to thank you for your support. #GOPDebates,"{'neg': 0.0, 'neu': 0.609, 'pos': 0.391, 'compound': 0.7717}",0.7717,0.391,0.609,0.0,Positive
9901,Negative,RT @RWSurferGirl: I need to order another green apple martini to process what the hell just happened. 🇺🇸 #GOPDebate  #GOPDebates,"{'neg': 0.204, 'neu': 0.796, 'pos': 0.0, 'compound': -0.6808}",-0.6808,0.0,0.796,0.204,Negative
9902,Neutral,"When all your friends are comedians, following the #GOPDebates is the FUNNEST!","{'neg': 0.0, 'neu': 0.468, 'pos': 0.532, 'compound': 0.8814}",0.8814,0.532,0.468,0.0,Positive
9903,Negative,"RT @RWSurferGirl: It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. 🇺🇸 #GOPDebate  #GOPDebates","{'neg': 0.243, 'neu': 0.757, 'pos': 0.0, 'compound': -0.6657}",-0.6657,0.0,0.757,0.243,Negative
9904,Negative,RT @monaeltahawy: Paging the Donald: you can't beat Jamaica in soccer either #GOPDebates,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,Neutral
9905,Neutral,RT @IanGaryTweets: This is real life. These people are running for the most powerful office in the world. #GOPDebates http://t.co/LG74nHDeTw,"{'neg': 0.0, 'neu': 0.86, 'pos': 0.14, 'compound': 0.4754}",0.4754,0.14,0.86,0.0,Positive
9906,Negative,"#GOPDebates.. It was fun but I really think I became more stupider.

Dear world.. please realize that most of us aren't that dumb.","{'neg': 0.154, 'neu': 0.475, 'pos': 0.37, 'compound': 0.7416}",0.7416,0.37,0.475,0.154,Positive
9907,Neutral,Stuck at work until 9. Can't wait to go home &amp; watch the train wreck that is the #GOPDebates. Anyone know where to find it?,"{'neg': 0.176, 'neu': 0.824, 'pos': 0.0, 'compound': -0.5994}",-0.5994,0.0,0.824,0.176,Negative
9908,Positive,RT @Wilberforce91: One of my favorite things about the #GOPDebates is how many of these candidates I've seen in person. Thanks @LibertyU &amp; …,"{'neg': 0.0, 'neu': 0.781, 'pos': 0.219, 'compound': 0.7096}",0.7096,0.219,0.781,0.0,Positive
9909,Negative,#GOPDebates I also think Rand Paul is toast,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,Neutral
9910,Negative,RT @jsn2007: What ever happened to the answers to how they were gonna take care of vets? #GOPDebates,"{'neg': 0.0, 'neu': 0.842, 'pos': 0.158, 'compound': 0.4939}",0.4939,0.158,0.842,0.0,Positive
9911,Negative,It's official. Worst debate ever. #goodgrief #GOPDebates #Bernie2016,"{'neg': 0.369, 'neu': 0.631, 'pos': 0.0, 'compound': -0.6249}",-0.6249,0.0,0.631,0.369,Negative
9912,Negative,"RT @RWSurferGirl: It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. 🇺🇸 #GOPDebate  #GOPDebates","{'neg': 0.243, 'neu': 0.757, 'pos': 0.0, 'compound': -0.6657}",-0.6657,0.0,0.757,0.243,Negative
9913,Negative,RT @RWSurferGirl: Is it just me or does anyone else want to punch Chris Wallace in the face? #GOPDebate  #GOPDebates 🇺🇸,"{'neg': 0.0, 'neu': 0.939, 'pos': 0.061, 'compound': 0.0772}",0.0772,0.061,0.939,0.0,Positive
9914,Negative,I need to order another green apple martini to process what the hell just happened. 🇺🇸 #GOPDebate  #GOPDebates,"{'neg': 0.223, 'neu': 0.777, 'pos': 0.0, 'compound': -0.6808}",-0.6808,0.0,0.777,0.223,Negative
9915,Positive,"RT @kwrcrow: Dr. Carson remark on DC having half a brain, best line #GOPDebates.","{'neg': 0.0, 'neu': 0.741, 'pos': 0.259, 'compound': 0.6369}",0.6369,0.259,0.741,0.0,Positive
9916,Negative,"IT IS OVER!!!!  Doubt I""ll be able to take many more  #GOPDebates.  Not enough popcorn in the universe!  Onto the #DailyShow. #minnows","{'neg': 0.149, 'neu': 0.851, 'pos': 0.0, 'compound': -0.5673}",-0.5673,0.0,0.851,0.149,Negative
9917,Negative,"There is a time for attacks, I guess, but the real conversation should be on issues not ""I'm better than so-&amp;-so"" #CanIGetAnAmen #GOPDebates","{'neg': 0.21, 'neu': 0.79, 'pos': 0.0, 'compound': -0.6198}",-0.6198,0.0,0.79,0.21,Negative
9918,Negative,RT @monaeltahawy: Paging the Donald: you can't beat Jamaica in soccer either #GOPDebates,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,Neutral
9919,Neutral,RT @IanGaryTweets: This is real life. These people are running for the most powerful office in the world. #GOPDebates http://t.co/LG74nHDeTw,"{'neg': 0.0, 'neu': 0.86, 'pos': 0.14, 'compound': 0.4754}",0.4754,0.14,0.86,0.0,Positive
9920,Negative,"That was entertaining, only because I have seen them in action first hand. Congress is out of touch &amp; so are all the contenders. #GOPDebates","{'neg': 0.0, 'neu': 0.783, 'pos': 0.217, 'compound': 0.7269}",0.7269,0.217,0.783,0.0,Positive
9921,Neutral,This is the part where political reporters get crazy looking for who touches who. #MediaIdiocy #GOPDebates,"{'neg': 0.138, 'neu': 0.862, 'pos': 0.0, 'compound': -0.34}",-0.34,0.0,0.862,0.138,Negative
9922,Positive,"RT @kwrcrow: Dr. Carson remark on DC having half a brain, best line #GOPDebates.","{'neg': 0.0, 'neu': 0.741, 'pos': 0.259, 'compound': 0.6369}",0.6369,0.259,0.741,0.0,Positive
9923,Negative,RT @monaeltahawy: Paging the Donald: you can't beat Jamaica in soccer either #GOPDebates,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,Neutral
9924,Neutral,"""We don't have time for [PC] 'tone,' we've got to go out there and get the job done."" -@realDonaldTrump #GOPDebates 🇺🇸 &lt; can't dispute that.","{'neg': 0.0, 'neu': 0.914, 'pos': 0.086, 'compound': 0.3089}",0.3089,0.086,0.914,0.0,Positive
9925,Neutral,"It'll be interesting to see how the polls shuffle, if at all, as a result of the undercard and main #GOPDebates.","{'neg': 0.0, 'neu': 0.876, 'pos': 0.124, 'compound': 0.4019}",0.4019,0.124,0.876,0.0,Positive
9926,Positive,RT @SupermanHotMale: And the winner is... The Koch Brothers #GopDebates,"{'neg': 0.0, 'neu': 0.703, 'pos': 0.297, 'compound': 0.5859}",0.5859,0.297,0.703,0.0,Positive
9927,Negative,"RT @SupermanHotMale: Dear Fox News, here is my closing argument, None of the Gop candidates said anything to help the suffering of women or…","{'neg': 0.181, 'neu': 0.647, 'pos': 0.172, 'compound': -0.0772}",-0.0772,0.172,0.647,0.181,Negative
9928,Neutral,Some great tweets by David Limbaugh during the #GOPDebates http://t.co/oY2dPyIzXk,"{'neg': 0.0, 'neu': 0.687, 'pos': 0.313, 'compound': 0.6249}",0.6249,0.313,0.687,0.0,Positive
9929,Positive,My 5 Faves from #GOPDebates In no particular order: #Cruz #Carson #Rubio #Huckabee #Fiorina,"{'neg': 0.155, 'neu': 0.845, 'pos': 0.0, 'compound': -0.296}",-0.296,0.0,0.845,0.155,Negative
9930,Negative,RT @ShawnDrurySC: Jeb: My father was...OH NEVERMIND. Parenting is so overrated. #GOPDebates #BNRDebates,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,Neutral
9931,Positive,"Great app for watching the debates, thanks Fox News. Please add an option to rate the moderators! #GOPdebates  @Foxnews","{'neg': 0.0, 'neu': 0.625, 'pos': 0.375, 'compound': 0.8622}",0.8622,0.375,0.625,0.0,Positive
9932,Negative,"RT @SupermanHotMale: Dear Fox News, here is my closing argument, None of the Gop candidates said anything to help the suffering of women or…","{'neg': 0.181, 'neu': 0.647, 'pos': 0.172, 'compound': -0.0772}",-0.0772,0.172,0.647,0.181,Negative
9933,Negative,"RT @SupermanHotMale: Dear Jeb Bush, Your Record, Sir is clear, you are a fucking ememy of the voting public... PERIOD. #GopDebates","{'neg': 0.0, 'neu': 0.776, 'pos': 0.224, 'compound': 0.6369}",0.6369,0.224,0.776,0.0,Positive
9934,Positive,"RT @kwrcrow: Even after biased attacks by @FoxNews, @realDonaldTrump wins #GOPDebates.","{'neg': 0.299, 'neu': 0.479, 'pos': 0.222, 'compound': -0.0772}",-0.0772,0.222,0.479,0.299,Negative
9935,Negative,RT @monaeltahawy: Paging the Donald: you can't beat Jamaica in soccer either #GOPDebates,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,Neutral
9936,Negative,RT @BethBehrs: Classy. #GOPDebates  https://t.co/pZpyl1rdU6,"{'neg': 0.0, 'neu': 0.58, 'pos': 0.42, 'compound': 0.4404}",0.4404,0.42,0.58,0.0,Positive
9937,Negative,RT @jordiemojordie: YALL BETTER NOT LIE ABOUT GOD. S/he didn't talk to all of yall. #GOPDebates,"{'neg': 0.118, 'neu': 0.7, 'pos': 0.182, 'compound': 0.313}",0.313,0.182,0.7,0.118,Positive
9938,Negative,And the winner is... The Koch Brothers #GopDebates,"{'neg': 0.0, 'neu': 0.648, 'pos': 0.352, 'compound': 0.5859}",0.5859,0.352,0.648,0.0,Positive
9939,Negative,"Considering #FoxNews bias, the #GOPDebates did help to delineate the candidates! The differences are more clear now.
#libertarian","{'neg': 0.063, 'neu': 0.673, 'pos': 0.264, 'compound': 0.6689}",0.6689,0.264,0.673,0.063,Positive
9940,Negative,I can't wait for Hillary Clinton to put the #GOP on blast during the Presidential debates! That woman got big cojones! #GOPdebates,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,Neutral
9941,Negative,"Aw, @JebBush, you can totes come over later for a good cry. I GOTCHU BOO. 👭 #GOPDebates","{'neg': 0.172, 'neu': 0.667, 'pos': 0.161, 'compound': -0.0516}",-0.0516,0.161,0.667,0.172,Negative
